bill_number,chamber,status,success,motion_text,vote_location,vote_date,vote_result,vote_threshold,yes_count,no_count,other_count,total_votes,vote_threshold_num,vote_margin
SB 435,Senate,Coauthors revised.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-04-21T07:00:00+00:00,pass,1/2,5,0,0,5.0,21.0,-16.0
SB 435,Senate,Coauthors revised.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 435,Senate,Coauthors revised.,Failed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 435,Senate,Coauthors revised.,Failed,3rd Reading SB435 Wahab et al.,Senate,2025-06-04T07:00:00+00:00,pass,1/2,39,0,1,40.0,21.0,18.0
SB 435,Senate,Coauthors revised.,Failed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,fail,1/2,7,5,3,15.0,41.0,-34.0
SB 44,Senate,May 23 hearing: Held in committee and under submission.,Failed,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",Senate,2025-04-22T07:00:00+00:00,pass,1/2,13,0,0,13.0,21.0,-8.0
SB 44,Senate,May 23 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 468,Senate,May 23 hearing: Held in committee and under submission.,Failed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-22T07:00:00+00:00,pass,1/2,11,0,2,13.0,21.0,-10.0
SB 468,Senate,May 23 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 47,Senate,"Chaptered by Secretary of State. Chapter 209, Statutes of 2025.",Signed,Do pass,Senate,2025-05-06T07:00:00+00:00,pass,1/2,12,0,1,13.0,21.0,-9.0
SB 47,Senate,"Chaptered by Secretary of State. Chapter 209, Statutes of 2025.",Signed,3rd Reading,Senate,2025-05-28T07:00:00+00:00,pass,1/2,38,0,2,40.0,21.0,17.0
SB 47,Senate,"Chaptered by Secretary of State. Chapter 209, Statutes of 2025.",Signed,Do pass. To Consent Calendar.,Assembly,2025-06-24T07:00:00+00:00,pass,1/2,12,0,0,12.0,41.0,-29.0
SB 47,Senate,"Chaptered by Secretary of State. Chapter 209, Statutes of 2025.",Signed,SB 47 Umberg Consent Calendar Second Day,Assembly,2025-06-27T20:44:59+00:00,pass,1/2,75,0,4,79.0,41.0,34.0
SB 47,Senate,"Chaptered by Secretary of State. Chapter 209, Statutes of 2025.",Signed,SB 47 Umberg Third Reading Urgency By Kalra,Assembly,2025-09-10T21:39:51+00:00,pass,1/2,79,0,1,80.0,41.0,38.0
SB 47,Senate,"Chaptered by Secretary of State. Chapter 209, Statutes of 2025.",Signed,Unfinished Business SB47 Umberg et al. Urgency Clause Concurrence,Senate,2025-09-11T07:00:00+00:00,pass,1/2,40,0,0,40.0,21.0,19.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Governmental Organization]",Senate,2025-04-09T07:00:00+00:00,pass,1/2,10,0,1,11.0,21.0,-11.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,13,0,0,13.0,21.0,-8.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,Placed on suspense file,Senate,2025-05-12T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,Special Consent SB503 Weber Pierson et al.,Senate,2025-05-29T07:00:00+00:00,pass,1/2,38,0,2,40.0,21.0,17.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,Do pass as amended and be re-referred to the Committee on [Privacy and Consumer Protection],Assembly,2025-07-08T07:00:00+00:00,pass,1/2,16,0,0,16.0,41.0,-25.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,13,0,2,15.0,41.0,-28.0
SB 503,Senate,Ordered to inactive file on request of Assembly Member Aguiar-Curry.,Failed,Do pass.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,15,0,0,15.0,41.0,-26.0
SB 52,Senate,August 29 hearing: Held in committee and under submission.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-04-22T07:00:00+00:00,pass,1/2,11,0,2,13.0,21.0,-10.0
SB 52,Senate,August 29 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 52,Senate,August 29 hearing: Held in committee and under submission.,Failed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,5,1,1,7.0,21.0,-16.0
SB 52,Senate,August 29 hearing: Held in committee and under submission.,Failed,3rd Reading,Senate,2025-06-02T07:00:00+00:00,pass,1/2,28,9,3,40.0,21.0,7.0
SB 52,Senate,August 29 hearing: Held in committee and under submission.,Failed,Do pass and be re-referred to the Committee on [Privacy and Consumer Protection],Assembly,2025-07-01T07:00:00+00:00,pass,1/2,9,3,0,12.0,41.0,-32.0
SB 52,Senate,August 29 hearing: Held in committee and under submission.,Failed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,10,4,1,15.0,41.0,-31.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-08T07:00:00+00:00,pass,1/2,5,1,0,6.0,21.0,-16.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,Placed on suspense file,Senate,2025-04-21T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,Do pass as amended,Senate,2025-05-23T07:00:00+00:00,pass,1/2,5,1,1,7.0,21.0,-16.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,3rd Reading,Senate,2025-06-03T07:00:00+00:00,pass,1/2,28,10,2,40.0,21.0,7.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Privacy and Consumer Protection],Assembly,2025-07-01T07:00:00+00:00,pass,1/2,6,0,3,9.0,41.0,-35.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,12,2,1,15.0,41.0,-29.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,Do pass as amended.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,11,3,1,15.0,41.0,-30.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,SB 524 Arreguín Senate Third Reading By Schultz,Assembly,2025-09-08T22:56:17+00:00,pass,1/2,50,17,13,80.0,41.0,9.0
SB 524,Senate,"Chaptered by Secretary of State. Chapter 587, Statutes of 2025.",Signed,Unfinished Business SB524 Arreguín et al. Concurrence,Senate,2025-09-10T07:00:00+00:00,pass,1/2,28,10,2,40.0,21.0,7.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",Senate,2025-03-25T07:00:00+00:00,pass,1/2,13,0,2,15.0,21.0,-8.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",Senate,2025-04-08T07:00:00+00:00,pass,1/2,13,0,0,13.0,21.0,-8.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Placed on suspense file,Senate,2025-04-21T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Do pass as amended,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,3rd Reading,Senate,2025-05-28T07:00:00+00:00,pass,1/2,37,0,3,40.0,21.0,16.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Privacy and Consumer Protection],Assembly,2025-07-01T07:00:00+00:00,pass,1/2,12,0,0,12.0,41.0,-29.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,10,0,5,15.0,41.0,-31.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Do pass as amended.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,11,1,3,15.0,41.0,-30.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Do pass.,Assembly,2025-09-11T07:00:00+00:00,pass,1/2,12,1,2,15.0,41.0,-29.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,SB 53 Wiener Senate Third Reading By BAUER-KAHAN,Assembly,2025-09-13T05:20:17+00:00,pass,1/2,59,7,14,80.0,41.0,18.0
SB 53,Senate,"Chaptered by Secretary of State. Chapter 138, Statutes of 2025.",Signed,Unfinished Business SB53 Wiener et al. Concurrence,Senate,2025-09-13T07:00:00+00:00,pass,1/2,29,8,3,40.0,21.0,8.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-04-07T07:00:00+00:00,pass,1/2,12,3,2,17.0,21.0,-9.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,Placed on suspense file,Senate,2025-04-28T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,5,0,2,7.0,21.0,-16.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,3rd Reading SB57 Padilla et al.,Senate,2025-05-28T07:00:00+00:00,pass,1/2,25,9,6,40.0,21.0,4.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-09T07:00:00+00:00,pass,1/2,13,4,1,18.0,41.0,-28.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,Do pass as amended.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,10,4,1,15.0,41.0,-31.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,SB 57 Padilla Senate Third Reading By Hart,Assembly,2025-09-12T21:45:02+00:00,pass,1/2,57,18,5,80.0,41.0,16.0
SB 57,Senate,"Chaptered by Secretary of State. Chapter 647, Statutes of 2025.",Signed,Unfinished Business SB57 Padilla et al. Concurrence,Senate,2025-09-13T07:00:00+00:00,pass,1/2,29,8,3,40.0,21.0,8.0
SB 579,Senate,May 23 hearing: Held in committee and under submission.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-03-25T07:00:00+00:00,pass,1/2,12,0,3,15.0,21.0,-9.0
SB 579,Senate,May 23 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-04-21T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 58,Senate,May 14 set for first hearing canceled at the request of author.,Failed,,,,,,,,,,,
SB 620,Senate,April 29 set for first hearing canceled at the request of author.,Failed,,,,,,,,,,,
SB 69,Senate,August 29 hearing: Held in committee and under submission.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",Senate,2025-04-23T07:00:00+00:00,pass,1/2,8,0,0,8.0,21.0,-13.0
SB 69,Senate,August 29 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 69,Senate,August 29 hearing: Held in committee and under submission.,Failed,Do pass as amended,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 69,Senate,August 29 hearing: Held in committee and under submission.,Failed,3rd Reading SB69 McNerney et al.,Senate,2025-05-28T07:00:00+00:00,pass,1/2,35,0,5,40.0,21.0,14.0
SB 69,Senate,August 29 hearing: Held in committee and under submission.,Failed,Do pass and be re-referred to the Committee on [Judiciary],Assembly,2025-07-08T07:00:00+00:00,pass,1/2,14,0,1,15.0,41.0,-27.0
SB 69,Senate,August 29 hearing: Held in committee and under submission.,Failed,Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar,Assembly,2025-07-15T07:00:00+00:00,pass,1/2,12,0,0,12.0,41.0,-29.0
SB 690,Senate,From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 9. Noes 0.) (July 1). Re-referred to Com. on P. & C.P.,Failed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,6,0,0,6.0,21.0,-15.0
SB 690,Senate,From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 9. Noes 0.) (July 1). Re-referred to Com. on P. & C.P.,Failed,Placed on suspense file,Senate,2025-05-19T07:00:00+00:00,pass,1/2,5,0,2,7.0,21.0,-16.0
SB 690,Senate,From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 9. Noes 0.) (July 1). Re-referred to Com. on P. & C.P.,Failed,Do pass as amended,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 690,Senate,From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 9. Noes 0.) (July 1). Re-referred to Com. on P. & C.P.,Failed,3rd Reading SB690 Caballero et al.,Senate,2025-06-03T07:00:00+00:00,pass,1/2,35,0,5,40.0,21.0,14.0
SB 690,Senate,From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 9. Noes 0.) (July 1). Re-referred to Com. on P. & C.P.,Failed,Do pass and be re-referred to the Committee on [Privacy and Consumer Protection],Assembly,2025-07-01T07:00:00+00:00,pass,1/2,9,0,0,9.0,41.0,-32.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,"Do pass, but first be re-referred to the Committee on [Judiciary]",Senate,2025-04-09T07:00:00+00:00,pass,1/2,4,1,0,5.0,21.0,-17.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,11,2,0,13.0,21.0,-10.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,Placed on suspense file,Senate,2025-05-19T07:00:00+00:00,pass,1/2,5,0,2,7.0,21.0,-16.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,5,1,1,7.0,21.0,-16.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,3rd Reading SB7 McNerney et al.,Senate,2025-06-02T07:00:00+00:00,pass,1/2,27,10,3,40.0,21.0,6.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,Do pass and be re-referred to the Committee on [Privacy and Consumer Protection],Assembly,2025-06-25T07:00:00+00:00,pass,1/2,5,0,2,7.0,41.0,-36.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,Do pass and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,9,4,2,15.0,41.0,-32.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,Do pass as amended.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,10,4,1,15.0,41.0,-31.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,SB 7 McNerney Senate Third Reading By Ward,Assembly,2025-09-12T04:11:58+00:00,pass,1/2,45,17,18,80.0,41.0,4.0
SB 7,Senate,In Senate. Consideration of Governor's veto pending.,Vetoed,Unfinished Business SB7 McNerney et al. Concurrence,Senate,2025-09-12T07:00:00+00:00,pass,1/2,28,9,3,40.0,21.0,7.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Public Safety]",Senate,2025-04-08T07:00:00+00:00,pass,1/2,11,2,0,13.0,21.0,-10.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,5,1,0,6.0,21.0,-16.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Placed on suspense file,Senate,2025-05-12T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass as amended,Senate,2025-05-23T07:00:00+00:00,pass,1/2,5,1,1,7.0,21.0,-16.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,3rd Reading,Senate,2025-06-04T07:00:00+00:00,pass,1/2,29,10,1,40.0,21.0,8.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Public Safety],Assembly,2025-07-01T07:00:00+00:00,pass,1/2,8,3,1,12.0,41.0,-33.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Appropriations],Assembly,2025-07-15T07:00:00+00:00,pass,1/2,7,2,0,9.0,41.0,-34.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Do pass as amended.,Assembly,2025-08-29T07:00:00+00:00,pass,1/2,10,4,1,15.0,41.0,-31.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,SB 763 Hurtado Senate Third Reading By Kalra,Assembly,2025-09-13T00:08:43+00:00,pass,1/2,53,20,7,80.0,41.0,12.0
SB 763,Senate,"Chaptered by Secretary of State. Chapter 426, Statutes of 2025.",Signed,Unfinished Business SB763 Hurtado Concurrence,Senate,2025-09-13T07:00:00+00:00,pass,1/2,29,8,3,40.0,21.0,8.0
SB 813,Senate,May 23 hearing: Held in committee and under submission.,Failed,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",Senate,2025-04-29T07:00:00+00:00,pass,1/2,10,0,3,13.0,21.0,-11.0
SB 813,Senate,May 23 hearing: Held in committee and under submission.,Failed,Placed on suspense file,Senate,2025-05-12T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,"Do pass, but first be re-referred to the Committee on [Appropriations]",Senate,2025-04-22T07:00:00+00:00,pass,1/2,12,0,3,15.0,21.0,-9.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,Placed on suspense file,Senate,2025-05-05T07:00:00+00:00,pass,1/2,7,0,0,7.0,21.0,-14.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,Do pass,Senate,2025-05-23T07:00:00+00:00,pass,1/2,6,0,1,7.0,21.0,-15.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,3rd Reading,Senate,2025-06-03T07:00:00+00:00,pass,1/2,37,0,3,40.0,21.0,16.0
SB 833,Senate,August 29 hearing postponed by committee.,Failed,Do pass as amended and be re-referred to the Committee on [Appropriations],Assembly,2025-07-16T07:00:00+00:00,pass,1/2,15,0,0,15.0,41.0,-26.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",Senate,2025-04-29T07:00:00+00:00,pass,1/2,6,0,0,6.0,21.0,-15.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Consent Calendar 2nd SB857 PUB. S.,Senate,2025-05-15T07:00:00+00:00,pass,1/2,34,0,6,40.0,21.0,13.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar,Assembly,2025-07-15T07:00:00+00:00,pass,1/2,9,0,0,9.0,41.0,-32.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Do pass. To Consent Calendar.,Assembly,2025-08-20T07:00:00+00:00,pass,1/2,15,0,0,15.0,41.0,-26.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,SB 857 Public Safety Consent Calendar Second Day,Assembly,2025-08-28T18:43:11+00:00,pass,1/2,74,0,5,79.0,41.0,33.0
SB 857,Senate,"Chaptered by Secretary of State. Chapter 241, Statutes of 2025.",Signed,Special Consent SB857 PUB. S.,Senate,2025-09-11T07:00:00+00:00,pass,1/2,40,0,0,40.0,21.0,19.0
